"","seqnames","start","end","width","strand"
"10286","2",7310686,7312686,2001,"-"
"10287","2",7313533,7315533,2001,"-"
"10288","2",7313713,7315713,2001,"-"
"10289","2",7315889,7317889,2001,"+"
"10290","2",7318678,7320678,2001,"+"
"10291","2",7325221,7327221,2001,"-"
"10292","2",7327985,7329985,2001,"-"
"10293","2",7330721,7332721,2001,"+"
"10294","2",7338167,7340167,2001,"-"
"10295","2",7340120,7342120,2001,"+"
"10296","2",7346408,7348408,2001,"-"
"10297","2",7352847,7354847,2001,"+"
"10298","2",7362312,7364312,2001,"-"
"10299","2",7363683,7365683,2001,"+"
"10300","2",7368549,7370549,2001,"+"
"10301","2",7375349,7377349,2001,"+"
"10302","2",7382035,7384035,2001,"+"
"10303","2",7391105,7393105,2001,"-"
"10304","2",7394970,7396970,2001,"-"
"10305","2",7397838,7399838,2001,"-"
"10306","2",7398103,7400103,2001,"+"
"10307","2",7400138,7402138,2001,"+"
"10308","2",7402856,7404856,2001,"+"
"10309","2",7406123,7408123,2001,"+"
"10310","2",7408063,7410063,2001,"+"
"10311","2",7414610,7416610,2001,"-"
"10312","2",7417462,7419462,2001,"-"
"10313","2",7421411,7423411,2001,"+"
"10314","2",7427623,7429623,2001,"+"
"10315","2",7430654,7432654,2001,"-"
"10316","2",7433117,7435117,2001,"-"
"10317","2",7436298,7438298,2001,"-"
"10318","2",7445065,7447065,2001,"-"
"10319","2",7452891,7454891,2001,"-"
"10320","2",7458047,7460047,2001,"+"
"10321","2",7461554,7463554,2001,"-"
"10322","2",7461811,7463811,2001,"+"
"10323","2",7470262,7472262,2001,"-"
"10324","2",7471754,7473754,2001,"+"
"10325","2",7473736,7475736,2001,"+"
"10326","2",7476647,7478647,2001,"-"
"10327","2",7480606,7482606,2001,"-"
"10328","2",7484240,7486240,2001,"-"
"10329","2",7486602,7488602,2001,"-"
"10330","2",7489176,7491176,2001,"-"
"10331","2",7495016,7497016,2001,"-"
"10332","2",7497130,7499130,2001,"+"
"10333","2",7498477,7500477,2001,"+"
"10334","2",7503756,7505756,2001,"+"
"10335","2",7507588,7509588,2001,"+"
"10336","2",7509100,7511100,2001,"+"
"10337","2",7512128,7514128,2001,"+"
"10338","2",7515415,7517415,2001,"+"
"10339","2",7519942,7521942,2001,"+"
"10340","2",7522033,7524033,2001,"-"
"10341","2",7526676,7528676,2001,"+"
"10342","2",7530194,7532194,2001,"+"
"10343","2",7534942,7536942,2001,"-"
"10344","2",7538422,7540422,2001,"-"
"10345","2",7543128,7545128,2001,"-"
"10346","2",7545374,7547374,2001,"-"
"10347","2",7545480,7547480,2001,"+"
"10348","2",7548775,7550775,2001,"+"
"10349","2",7552002,7554002,2001,"+"
"10350","2",7554630,7556630,2001,"+"
"10351","2",7557977,7559977,2001,"+"
"10352","2",7563345,7565345,2001,"+"
"10353","2",7567018,7569018,2001,"+"
"10354","2",7570140,7572140,2001,"+"
"10355","2",7574939,7576939,2001,"-"
"10356","2",7576300,7578300,2001,"-"
"10357","2",7581174,7583174,2001,"+"
"10358","2",7587008,7589008,2001,"-"
"10359","2",7588808,7590808,2001,"+"
"10360","2",7593090,7595090,2001,"-"
"10361","2",7601121,7603121,2001,"-"
"10362","2",7605757,7607757,2001,"+"
"10363","2",7615342,7617342,2001,"-"
"10364","2",7616210,7618210,2001,"+"
"10365","2",7622826,7624826,2001,"+"
"10366","2",7625358,7627358,2001,"+"
"10367","2",7630912,7632912,2001,"-"
"10368","2",7636832,7638832,2001,"-"
"10369","2",7639771,7641771,2001,"-"
"10370","2",7642667,7644667,2001,"-"
"10371","2",7643053,7645053,2001,"+"
"10372","2",7645463,7647463,2001,"+"
"10373","2",7652180,7654180,2001,"-"
"10374","2",7655219,7657219,2001,"-"
"10375","2",7659014,7661014,2001,"-"
"10376","2",7663103,7665103,2001,"+"
"10377","2",7665585,7667585,2001,"+"
"10378","2",7669495,7671495,2001,"-"
"10379","2",7670016,7672016,2001,"+"
"10380","2",7672282,7674282,2001,"+"
"10381","2",7673351,7675351,2001,"+"
"10382","2",7678008,7680008,2001,"+"
"10383","2",7681383,7683383,2001,"+"
"10384","2",7684187,7686187,2001,"-"
"10385","2",7688436,7690436,2001,"-"
"10386","2",7691444,7693444,2001,"+"
"10387","2",7692596,7694596,2001,"+"
"10388","2",7696336,7698336,2001,"+"
"10389","2",7699134,7701134,2001,"+"
"10390","2",7702856,7704856,2001,"+"
"10391","2",7706861,7708861,2001,"-"
"10392","2",7710151,7712151,2001,"-"
"10393","2",7712314,7714314,2001,"+"
"10394","2",7722103,7724103,2001,"+"
"10395","2",7726404,7728404,2001,"-"
"10396","2",7727927,7729927,2001,"-"
"10397","2",7730075,7732075,2001,"+"
"10398","2",7732635,7734635,2001,"+"
"10399","2",7738856,7740856,2001,"+"
"10400","2",7741712,7743712,2001,"+"
"10401","2",7747220,7749220,2001,"-"
"10402","2",7753210,7755210,2001,"+"
"10403","2",7756852,7758852,2001,"-"
"10404","2",7757846,7759846,2001,"+"
"10405","2",7759822,7761822,2001,"-"
"10406","2",7762018,7764018,2001,"-"
"10407","2",7764230,7766230,2001,"-"
"10408","2",7766931,7768931,2001,"-"
"10409","2",7771627,7773627,2001,"-"
"10410","2",7775683,7777683,2001,"-"
"10411","2",7777495,7779495,2001,"+"
"10412","2",7781712,7783712,2001,"+"
"10413","2",7801230,7803230,2001,"-"
"10414","2",7801825,7803825,2001,"+"
"10415","2",7809795,7811795,2001,"-"
"10416","2",7812129,7814129,2001,"-"
"10417","2",7820379,7822379,2001,"-"
"10418","2",7820585,7822585,2001,"+"
"10419","2",7823005,7825005,2001,"-"
"10420","2",7823166,7825166,2001,"+"
"10421","2",7825817,7827817,2001,"+"
"10422","2",7828035,7830035,2001,"+"
"10423","2",7832902,7834902,2001,"+"
"10424","2",7836102,7838102,2001,"+"
"10425","2",7839067,7841067,2001,"+"
"10426","2",7841164,7843164,2001,"+"
"10427","2",7843447,7845447,2001,"+"
"10428","2",7844923,7846923,2001,"+"
"10429","2",7849303,7851303,2001,"-"
"10430","2",7851529,7853529,2001,"+"
"10431","2",7856198,7858198,2001,"+"
"10432","2",7863314,7865314,2001,"+"
"10433","2",7866828,7868828,2001,"+"
"10434","2",7871251,7873251,2001,"+"
"10435","2",7873137,7875137,2001,"+"
"10436","2",7876681,7878681,2001,"-"
"10437","2",7882935,7884935,2001,"-"
"10438","2",7887878,7889878,2001,"-"
"10439","2",7892653,7894653,2001,"-"
"10440","2",7898242,7900242,2001,"-"
"10441","2",7908923,7910923,2001,"-"
"10442","2",7912695,7914695,2001,"-"
"10443","2",7914872,7916872,2001,"-"
"10444","2",7918277,7920277,2001,"-"
"10445","2",7921326,7923326,2001,"-"
"10446","2",7923659,7925659,2001,"-"
"10447","2",7924875,7926875,2001,"-"
"10448","2",7927024,7929024,2001,"+"
"10449","2",7933329,7935329,2001,"-"
"10450","2",7934285,7936285,2001,"+"
"10451","2",7936282,7938282,2001,"+"
"10452","2",7938907,7940907,2001,"+"
"10453","2",7941153,7943153,2001,"+"
"10454","2",7945406,7947406,2001,"-"
"10455","2",7944998,7946998,2001,"+"
"10456","2",7949329,7951329,2001,"-"
"10457","2",7953739,7955739,2001,"-"
"10458","2",7954750,7956750,2001,"-"
"10459","2",7955220,7957220,2001,"+"
"10460","2",7959352,7961352,2001,"+"
"10461","2",7963393,7965393,2001,"+"
"10462","2",7964635,7966635,2001,"+"
"10463","2",7968320,7970320,2001,"+"
"10464","2",7971081,7973081,2001,"-"
"10465","2",7978377,7980377,2001,"-"
"10466","2",7979625,7981625,2001,"+"
"10467","2",7983096,7985096,2001,"-"
"10468","2",7987165,7989165,2001,"+"
"10469","2",7989586,7991586,2001,"-"
"10470","2",7989746,7991746,2001,"+"
"10471","2",7992801,7994801,2001,"+"
"10472","2",7996239,7998239,2001,"-"
"10473","2",7999804,8001804,2001,"-"
"10474","2",8000320,8002320,2001,"+"
"10475","2",8003844,8005844,2001,"-"
"10476","2",8007052,8009052,2001,"-"
"10477","2",8010255,8012255,2001,"-"
"10478","2",8019668,8021668,2001,"+"
"10479","2",8026034,8028034,2001,"+"
"10480","2",8032619,8034619,2001,"-"
"10481","2",8034363,8036363,2001,"-"
"10482","2",8038670,8040670,2001,"+"
"10483","2",8044008,8046008,2001,"-"
"10484","2",8050213,8052213,2001,"-"
"10485","2",8058288,8060288,2001,"+"
"10486","2",8062320,8064320,2001,"+"
"10487","2",8066109,8068109,2001,"-"
"10488","2",8068945,8070945,2001,"+"
"10489","2",8073982,8075982,2001,"-"
"10490","2",8076314,8078314,2001,"-"
"10491","2",8077288,8079288,2001,"+"
"10492","2",8079503,8081503,2001,"+"
"10493","2",8083888,8085888,2001,"-"
"10494","2",8087131,8089131,2001,"-"
"10495","2",8090656,8092656,2001,"-"
"10496","2",8092220,8094220,2001,"+"
"10497","2",8093780,8095780,2001,"+"
"10498","2",8096420,8098420,2001,"+"
"10499","2",8108043,8110043,2001,"+"
"10500","2",8113485,8115485,2001,"-"
"10501","2",8115811,8117811,2001,"-"
"10502","2",8115999,8117999,2001,"+"
"10503","2",8117830,8119830,2001,"+"
"10504","2",8121119,8123119,2001,"+"
"10505","2",8122195,8124195,2001,"+"
"10506","2",8124473,8126473,2001,"+"
"10507","2",8128154,8130154,2001,"+"
"10508","2",8133639,8135639,2001,"+"
"10509","2",8137118,8139118,2001,"-"
"10510","2",8138881,8140881,2001,"+"
"10511","2",8143912,8145912,2001,"+"
"10512","2",8148469,8150469,2001,"-"
"10513","2",8149995,8151995,2001,"+"
"10514","2",8155401,8157401,2001,"-"
"10515","2",8157198,8159198,2001,"+"
"10516","2",8159703,8161703,2001,"+"
"10517","2",8163241,8165241,2001,"+"
"10518","2",8166471,8168471,2001,"+"
"10519","2",8168546,8170546,2001,"+"
"10520","2",8171189,8173189,2001,"+"
"10521","2",8182890,8184890,2001,"+"
"10522","2",8191489,8193489,2001,"-"
"10523","2",8193338,8195338,2001,"-"
"10524","2",8196483,8198483,2001,"-"
"10525","2",8196114,8198114,2001,"+"
"10526","2",8197160,8199160,2001,"-"
"10527","2",8197778,8199778,2001,"+"
"10528","2",8201216,8203216,2001,"+"
"10529","2",8205395,8207395,2001,"-"
"10530","2",8206342,8208342,2001,"+"
"10531","2",8220631,8222631,2001,"+"
"10532","2",8228574,8230574,2001,"-"
"10533","2",8228116,8230116,2001,"+"
"10534","2",8234316,8236316,2001,"-"
"10535","2",8239002,8241002,2001,"-"
"10536","2",8240104,8242104,2001,"+"
"10537","2",8242089,8244089,2001,"+"
"10538","2",8245220,8247220,2001,"+"
"10539","2",8246783,8248783,2001,"+"
"10540","2",8248923,8250923,2001,"+"
"10541","2",8250674,8252674,2001,"+"
"10542","2",8252416,8254416,2001,"+"
"10543","2",8256000,8258000,2001,"+"
"10544","2",8260985,8262985,2001,"-"
"10545","2",8261750,8263750,2001,"+"
"10546","2",8266879,8268879,2001,"-"
"10547","2",8273895,8275895,2001,"-"
"10548","2",8277881,8279881,2001,"+"
"10549","2",8291498,8293498,2001,"-"
"10550","2",8292682,8294682,2001,"+"
"10551","2",8300717,8302717,2001,"-"
"10552","2",8303029,8305029,2001,"+"
"10553","2",8304100,8306100,2001,"+"
"10554","2",8308816,8310816,2001,"+"
"10555","2",8317596,8319596,2001,"-"
"10556","2",8323716,8325716,2001,"+"
"10557","2",8328944,8330944,2001,"-"
"10558","2",8332200,8334200,2001,"+"
"10559","2",8338307,8340307,2001,"-"
"10560","2",8341161,8343161,2001,"-"
"10561","2",8347431,8349431,2001,"-"
"10562","2",8351562,8353562,2001,"-"
"10563","2",8351686,8353686,2001,"+"
"10564","2",8355141,8357141,2001,"+"
"10565","2",8360924,8362924,2001,"-"
"10566","2",8361435,8363435,2001,"+"
"10567","2",8366022,8368022,2001,"-"
"10568","2",8367219,8369219,2001,"-"
"10569","2",8369406,8371406,2001,"-"
"10570","2",8370108,8372108,2001,"-"
"10571","2",8371947,8373947,2001,"+"
"10572","2",8374939,8376939,2001,"-"
"10573","2",8375202,8377202,2001,"+"
"10574","2",8377664,8379664,2001,"+"
"10575","2",8382856,8384856,2001,"+"
"10576","2",8386035,8388035,2001,"+"
"10577","2",8396862,8398862,2001,"-"
"10578","2",8401601,8403601,2001,"-"
"10579","2",8408012,8410012,2001,"-"
"10580","2",8410701,8412701,2001,"+"
"10581","2",8411618,8413618,2001,"-"
"10582","2",8414159,8416159,2001,"+"
"10583","2",8418806,8420806,2001,"-"
"10584","2",8425206,8427206,2001,"+"
"10585","2",8430482,8432482,2001,"+"
"10586","2",8435553,8437553,2001,"-"
"10587","2",8437393,8439393,2001,"+"
"10588","2",8440527,8442527,2001,"+"
"10589","2",8446355,8448355,2001,"-"
"10590","2",8452219,8454219,2001,"+"
"10591","2",8454936,8456936,2001,"+"
"10592","2",8458947,8460947,2001,"+"
"10593","2",8460757,8462757,2001,"+"
"10594","2",8464531,8466531,2001,"-"
"10595","2",8468116,8470116,2001,"-"
"10596","2",8470644,8472644,2001,"-"
"10597","2",8469620,8471620,2001,"+"
"10598","2",8474153,8476153,2001,"-"
"10599","2",8473446,8475446,2001,"+"
"10600","2",8476502,8478502,2001,"-"
"10601","2",8478198,8480198,2001,"+"
"10602","2",8482940,8484940,2001,"+"
"10603","2",8487720,8489720,2001,"-"
"10604","2",8490110,8492110,2001,"-"
"10605","2",8490388,8492388,2001,"+"
"10606","2",8494823,8496823,2001,"-"
"10607","2",8497708,8499708,2001,"-"
"10608","2",8500181,8502181,2001,"-"
"10609","2",8500325,8502325,2001,"+"
"10610","2",8502217,8504217,2001,"+"
"10611","2",8504639,8506639,2001,"-"
"10612","2",8505130,8507130,2001,"+"
"10613","2",8510339,8512339,2001,"-"
"10614","2",8510507,8512507,2001,"+"
"10615","2",8512513,8514513,2001,"+"
"10616","2",8513954,8515954,2001,"+"
"10617","2",8515559,8517559,2001,"-"
"10618","2",8517167,8519167,2001,"-"
"10619","2",8520192,8522192,2001,"-"
"10620","2",8524093,8526093,2001,"-"
"10621","2",8526231,8528231,2001,"+"
"10622","2",8529187,8531187,2001,"-"
"10623","2",8532508,8534508,2001,"-"
"10624","2",8538217,8540217,2001,"-"
"10625","2",8539457,8541457,2001,"+"
"10626","2",8544634,8546634,2001,"+"
"10627","2",8549313,8551313,2001,"+"
"10628","2",8553040,8555040,2001,"-"
"10629","2",8553954,8555954,2001,"+"
"10630","2",8558741,8560741,2001,"-"
"10631","2",8565522,8567522,2001,"-"
"10632","2",8567569,8569569,2001,"+"
"10633","2",8569750,8571750,2001,"+"
"10634","2",8574878,8576878,2001,"+"
"10635","2",8580358,8582358,2001,"+"
"10636","2",8586244,8588244,2001,"+"
"10637","2",8588953,8590953,2001,"+"
"10638","2",8594478,8596478,2001,"-"
"10639","2",8599757,8601757,2001,"-"
"10640","2",8605887,8607887,2001,"-"
"10641","2",8611441,8613441,2001,"-"
"10642","2",8611926,8613926,2001,"+"
"10643","2",8620435,8622435,2001,"-"
"10644","2",8621215,8623215,2001,"+"
"10645","2",8623476,8625476,2001,"-"
"10646","2",8627220,8629220,2001,"-"
"10647","2",8629688,8631688,2001,"-"
"10648","2",8636300,8638300,2001,"-"
"10649","2",8640556,8642556,2001,"-"
"10650","2",8643386,8645386,2001,"+"
"10651","2",8646813,8648813,2001,"+"
"10652","2",8653450,8655450,2001,"-"
"10653","2",8658043,8660043,2001,"+"
"10654","2",8661038,8663038,2001,"+"
"10655","2",8664026,8666026,2001,"-"
"10656","2",8677050,8679050,2001,"+"
"10657","2",8683496,8685496,2001,"+"
"10658","2",8688476,8690476,2001,"-"
"10659","2",8691420,8693420,2001,"-"
"10660","2",8691700,8693700,2001,"+"
"10661","2",8694374,8696374,2001,"+"
"10662","2",8696300,8698300,2001,"+"
"10663","2",8699124,8701124,2001,"-"
"10664","2",8700013,8702013,2001,"+"
"10665","2",8705900,8707900,2001,"-"
"10666","2",8718018,8720018,2001,"-"
"10667","2",8719790,8721790,2001,"+"
"10668","2",8724127,8726127,2001,"-"
"10669","2",8724541,8726541,2001,"+"
"10670","2",8729500,8731500,2001,"-"
"10671","2",8735577,8737577,2001,"-"
"10672","2",8735734,8737734,2001,"+"
"10673","2",8738677,8740677,2001,"-"
"10674","2",8741349,8743349,2001,"-"
"10675","2",8750878,8752878,2001,"-"
"10676","2",8753907,8755907,2001,"-"
"10677","2",8759222,8761222,2001,"-"
"10678","2",8762152,8764152,2001,"-"
"10679","2",8765739,8767739,2001,"+"
"10680","2",8774614,8776614,2001,"-"
"10681","2",8778735,8780735,2001,"+"
"10682","2",8783769,8785769,2001,"+"
"10683","2",8784988,8786988,2001,"+"
"10684","2",8788740,8790740,2001,"+"
"10685","2",8790986,8792986,2001,"+"
"10686","2",8794980,8796980,2001,"-"
"10687","2",8797218,8799218,2001,"-"
"10688","2",8798187,8800187,2001,"+"
"10689","2",8801344,8803344,2001,"+"
"10690","2",8804453,8806453,2001,"+"
"10691","2",8809200,8811200,2001,"-"
"10692","2",8812644,8814644,2001,"-"
"10693","2",8812862,8814862,2001,"+"
"10694","2",8814590,8816590,2001,"+"
"10695","2",8819622,8821622,2001,"-"
"10696","2",8823122,8825122,2001,"-"
"10697","2",8824544,8826544,2001,"-"
"10698","2",8828497,8830497,2001,"-"
"10699","2",8830533,8832533,2001,"-"
"10700","2",8830716,8832716,2001,"+"
"10701","2",8832165,8834165,2001,"+"
"10702","2",8835044,8837044,2001,"-"
"10703","2",8837598,8839598,2001,"-"
"10704","2",8838700,8840700,2001,"-"
"10705","2",8839663,8841663,2001,"+"
"10706","2",8840972,8842972,2001,"+"
"10707","2",8843160,8845160,2001,"+"
"10708","2",8846311,8848311,2001,"-"
"10709","2",8846445,8848445,2001,"+"
"10710","2",8849010,8851010,2001,"-"
"10711","2",8849929,8851929,2001,"-"
"10712","2",8854358,8856358,2001,"+"
"10713","2",8857988,8859988,2001,"+"
"10714","2",8864098,8866098,2001,"+"
"10715","2",8868256,8870256,2001,"-"
"10716","2",8871061,8873061,2001,"-"
"10717","2",8872060,8874060,2001,"+"
"10718","2",8874242,8876242,2001,"-"
"10719","2",8875490,8877490,2001,"+"
"10720","2",8879388,8881388,2001,"-"
"10721","2",8885444,8887444,2001,"-"
"10722","2",8887305,8889305,2001,"-"
"10723","2",8887933,8889933,2001,"+"
"10724","2",8890191,8892191,2001,"+"
"10725","2",8892244,8894244,2001,"-"
"10726","2",8896218,8898218,2001,"-"
"10727","2",8898898,8900898,2001,"-"
"10728","2",8899410,8901410,2001,"+"
"10729","2",8906339,8908339,2001,"-"
"10730","2",8908467,8910467,2001,"+"
"10731","2",8912534,8914534,2001,"-"
"10732","2",8919467,8921467,2001,"+"
"10733","2",8922305,8924305,2001,"+"
"10734","2",8924804,8926804,2001,"-"
"10735","2",8925006,8927006,2001,"+"
"10736","2",8929112,8931112,2001,"-"
"10737","2",8930655,8932655,2001,"-"
"10738","2",8930782,8932782,2001,"-"
"10739","2",8930922,8932922,2001,"-"
"10740","2",8932262,8934262,2001,"-"
"10741","2",8934496,8936496,2001,"-"
"10742","2",8934607,8936607,2001,"+"
"10743","2",8940119,8942119,2001,"+"
"10744","2",8944244,8946244,2001,"-"
"10745","2",8944318,8946318,2001,"+"
"10746","2",8948413,8950413,2001,"-"
"10747","2",8948621,8950621,2001,"+"
"10748","2",8951744,8953744,2001,"-"
"10749","2",8954761,8956761,2001,"-"
"10750","2",8955169,8957169,2001,"+"
"10751","2",8956793,8958793,2001,"+"
"10752","2",8958255,8960255,2001,"+"
"10753","2",8961763,8963763,2001,"+"
"10754","2",8963024,8965024,2001,"-"
"10755","2",8963349,8965349,2001,"+"
"10756","2",8965867,8967867,2001,"-"
"10757","2",8969727,8971727,2001,"-"
"10758","2",8970303,8972303,2001,"-"
"10759","2",8973485,8975485,2001,"-"
"10760","2",8978379,8980379,2001,"-"
"10761","2",8978579,8980579,2001,"+"
"10762","2",8981712,8983712,2001,"-"
"10763","2",8982612,8984612,2001,"-"
"10764","2",8984973,8986973,2001,"+"
"10765","2",8986666,8988666,2001,"+"
"10766","2",8992114,8994114,2001,"-"
"10767","2",8995804,8997804,2001,"-"
"10768","2",8997686,8999686,2001,"+"
"10769","2",8999228,9001228,2001,"-"
"10770","2",9000737,9002737,2001,"-"
"10771","2",9001701,9003701,2001,"-"
"10772","2",9002135,9004135,2001,"+"
"10773","2",9005648,9007648,2001,"+"
"10774","2",9008867,9010867,2001,"+"
"10775","2",9012931,9014931,2001,"-"
"10776","2",9013552,9015552,2001,"+"
"10777","2",9017578,9019578,2001,"+"
"10778","2",9018506,9020506,2001,"+"
"10779","2",9019944,9021944,2001,"+"
"10780","2",9023211,9025211,2001,"-"
"10781","2",9024578,9026578,2001,"-"
"10782","2",9025157,9027157,2001,"+"
"10783","2",9026852,9028852,2001,"+"
"10784","2",9033090,9035090,2001,"+"
"10785","2",9036650,9038650,2001,"-"
"10786","2",9039852,9041852,2001,"+"
"10787","2",9042699,9044699,2001,"+"
"10788","2",9046579,9048579,2001,"-"
"10789","2",9048404,9050404,2001,"-"
"10790","2",9049850,9051850,2001,"-"
"10791","2",9053613,9055613,2001,"-"
"10792","2",9055232,9057232,2001,"-"
"10793","2",9061091,9063091,2001,"-"
"10794","2",9064338,9066338,2001,"+"
"10795","2",9067318,9069318,2001,"+"
"10796","2",9072233,9074233,2001,"-"
"10797","2",9072752,9074752,2001,"-"
"10798","2",9074380,9076380,2001,"-"
"10799","2",9076048,9078048,2001,"-"
"10800","2",9075292,9077292,2001,"+"
"10801","2",9078538,9080538,2001,"-"
"10802","2",9079865,9081865,2001,"+"
"10803","2",9082165,9084165,2001,"+"
"10804","2",9083375,9085375,2001,"-"
"10805","2",9084909,9086909,2001,"-"
"10806","2",9088326,9090326,2001,"+"
"10807","2",9095347,9097347,2001,"-"
"10808","2",9097767,9099767,2001,"-"
"10809","2",9100215,9102215,2001,"-"
"10810","2",9102050,9104050,2001,"-"
"10811","2",9104187,9106187,2001,"-"
"10812","2",9106380,9108380,2001,"-"
"10813","2",9106546,9108546,2001,"+"
"10814","2",9111707,9113707,2001,"-"
"10815","2",9111856,9113856,2001,"+"
"10816","2",9118946,9120946,2001,"-"
"10817","2",9121622,9123622,2001,"+"
"10818","2",9125263,9127263,2001,"+"
"10819","2",9129240,9131240,2001,"-"
"10820","2",9131555,9133555,2001,"+"
"10821","2",9136267,9138267,2001,"-"
"10822","2",9136356,9138356,2001,"+"
"10823","2",9139081,9141081,2001,"-"
"10824","2",9140631,9142631,2001,"+"
"10825","2",9148639,9150639,2001,"+"
"10826","2",9151006,9153006,2001,"+"
"10827","2",9157390,9159390,2001,"+"
"10828","2",9161620,9163620,2001,"+"
"10829","2",9168713,9170713,2001,"+"
"10830","2",9172339,9174339,2001,"-"
"10831","2",9178166,9180166,2001,"-"
"10832","2",9181356,9183356,2001,"-"
"10833","2",9193491,9195491,2001,"-"
"10834","2",9194926,9196926,2001,"-"
"10835","2",9197569,9199569,2001,"+"
"10836","2",9204368,9206368,2001,"-"
"10837","2",9206125,9208125,2001,"-"
"10838","2",9209231,9211231,2001,"-"
"10839","2",9212058,9214058,2001,"-"
"10840","2",9214519,9216519,2001,"+"
"10841","2",9218324,9220324,2001,"+"
"10842","2",9223496,9225496,2001,"-"
"10843","2",9226209,9228209,2001,"+"
"10844","2",9230508,9232508,2001,"-"
"10845","2",9233276,9235276,2001,"-"
"10846","2",9235523,9237523,2001,"+"
"10847","2",9237482,9239482,2001,"+"
"10848","2",9241801,9243801,2001,"+"
"10849","2",9246025,9248025,2001,"-"
"10850","2",9247573,9249573,2001,"+"
"10851","2",9249323,9251323,2001,"+"
"10852","2",9253459,9255459,2001,"+"
"10853","2",9258583,9260583,2001,"+"
"10854","2",9262537,9264537,2001,"+"
"10855","2",9265393,9267393,2001,"-"
"10856","2",9265889,9267889,2001,"-"
"10857","2",9266730,9268730,2001,"+"
"10858","2",9269597,9271597,2001,"-"
"10859","2",9269734,9271734,2001,"-"
"10860","2",9269886,9271886,2001,"+"
"10861","2",9272696,9274696,2001,"+"
"10862","2",9276659,9278659,2001,"+"
"10863","2",9278052,9280052,2001,"-"
"10864","2",9279044,9281044,2001,"+"
"10865","2",9281363,9283363,2001,"-"
"10866","2",9282744,9284744,2001,"-"
"10867","2",9283034,9285034,2001,"+"
"10868","2",9283837,9285837,2001,"+"
"10869","2",9290036,9292036,2001,"+"
"10870","2",9292270,9294270,2001,"+"
"10871","2",9297154,9299154,2001,"+"
"10872","2",9301254,9303254,2001,"+"
"10873","2",9302247,9304247,2001,"-"
"10874","2",9302713,9304713,2001,"+"
"10875","2",9309058,9311058,2001,"-"
"10876","2",9314218,9316218,2001,"+"
"10877","2",9319002,9321002,2001,"-"
"10878","2",9321734,9323734,2001,"-"
"10879","2",9325321,9327321,2001,"-"
"10880","2",9330089,9332089,2001,"+"
"10881","2",9332336,9334336,2001,"-"
"10882","2",9335222,9337222,2001,"-"
"10883","2",9338167,9340167,2001,"+"
"10884","2",9340498,9342498,2001,"+"
"10885","2",9346159,9348159,2001,"-"
"10886","2",9348128,9350128,2001,"-"
"10887","2",9349543,9351543,2001,"+"
"10888","2",9353645,9355645,2001,"-"
"10889","2",9353842,9355842,2001,"+"
"10890","2",9356916,9358916,2001,"-"
"10891","2",9358061,9360061,2001,"-"
"10892","2",9359664,9361664,2001,"-"
"10893","2",9361312,9363312,2001,"+"
"10894","2",9368461,9370461,2001,"-"
"10895","2",9371530,9373530,2001,"+"
"10896","2",9375260,9377260,2001,"-"
"10897","2",9375684,9377684,2001,"+"
"10898","2",9378578,9380578,2001,"+"
"10899","2",9379992,9381992,2001,"+"
"10900","2",9382602,9384602,2001,"+"
"10901","2",9385516,9387516,2001,"+"
"10902","2",9387384,9389384,2001,"+"
"10903","2",9389507,9391507,2001,"-"
"10904","2",9392562,9394562,2001,"-"
"10905","2",9392670,9394670,2001,"+"
"10906","2",9392823,9394823,2001,"+"
"10907","2",9396864,9398864,2001,"+"
"10908","2",9402264,9404264,2001,"+"
"10909","2",9405263,9407263,2001,"+"
"10910","2",9417668,9419668,2001,"-"
"10911","2",9419320,9421320,2001,"+"
"10912","2",9421858,9423858,2001,"-"
"10913","2",9422869,9424869,2001,"+"
"10914","2",9424460,9426460,2001,"-"
"10915","2",9426817,9428817,2001,"-"
"10916","2",9427743,9429743,2001,"+"
"10917","2",9435544,9437544,2001,"-"
"10918","2",9443423,9445423,2001,"-"
"10919","2",9443537,9445537,2001,"+"
"10920","2",9445289,9447289,2001,"+"
"10921","2",9448882,9450882,2001,"-"
"10922","2",9448984,9450984,2001,"+"
"10923","2",9453094,9455094,2001,"-"
"10924","2",9453244,9455244,2001,"+"
"10925","2",9459919,9461919,2001,"-"
"10926","2",9460125,9462125,2001,"+"
"10927","2",9462694,9464694,2001,"+"
"10928","2",9464653,9466653,2001,"-"
"10929","2",9465444,9467444,2001,"+"
"10930","2",9470325,9472325,2001,"+"
"10931","2",9477959,9479959,2001,"-"
"10932","2",9479105,9481105,2001,"+"
"10933","2",9487554,9489554,2001,"+"
"10934","2",9490687,9492687,2001,"+"
"10935","2",9492955,9494955,2001,"-"
"10936","2",9494457,9496457,2001,"+"
"10937","2",9495076,9497076,2001,"+"
"10938","2",9496595,9498595,2001,"+"
"10939","2",9501190,9503190,2001,"-"
"10940","2",9501280,9503280,2001,"+"
"10941","2",9502364,9504364,2001,"+"
"10942","2",9507875,9509875,2001,"-"
"10943","2",9508017,9510017,2001,"+"
"10944","2",9512219,9514219,2001,"+"
"10945","2",9513936,9515936,2001,"+"
"10946","2",9516017,9518017,2001,"+"
"10947","2",9526830,9528830,2001,"-"
"10948","2",9527910,9529910,2001,"+"
"10949","2",9529547,9531547,2001,"+"
"10950","2",9533119,9535119,2001,"-"
